LAT,LONG,SP_GROUP,AGE,P0,BA,D,H,N,YEAR,FOREST_TYPE,VOLUME
62.1,23.7,1,39,1092.16,19.38771897,18.43933426,13.19841453,726.016282,2010,4,128.2978965
62.1,29.6,1,19,1138.7175,15.51282813,9.255787018,7.309762604,2305.549198,2010,3,64.10662751
62.1,29.6,2,42,1138.7175,41.56749399,19.95873998,15.30780637,1328.610623,2010,3,306.8107004
62.1,29.6,2,52,1138.7175,17.2473568,17.65566354,13.67706477,704.4733661,2010,3,115.413684
62.1,30.1,1,127,1133.5975,7,17.93333333,10.76719483,277.1316432,2010,5,38.87850917
62.1,25,2,94,1095.505,33.05834604,29.19216593,21.97107841,493.9222634,2010,3,333.3563274
62.1,25.8,1,126,1108.7525,29.46841279,30.30410375,21.32322303,408.5676485,2010,3,291.940359
62.1,25.3,2,54,1103.05,42.94112652,20.3826957,15.60210362,1316.013398,2010,2,322.2086557
62.1,28.3,4,33,1137.435,8.805545152,15.7921072,13.00375564,449.5584862,2010,2,52.97204062
62.1,28.5,1,94,1170.785,31.1196565,35.52114522,25.13337506,314.0298955,2010,2,354.2321648
62.1,27.1,2,37,1108.2075,16.07945538,12.97214421,10.48714818,1216.628309,2010,3,85.80254991
62.1,27.8,1,63,1117.83,23.1417274,16.39555749,11.86230314,1096.108423,2010,4,140.202358
62.1,27.1,1,21,1108.2075,16.08823717,9.359033789,7.37554009,2338.603245,2010,3,66.93112689
62.2,21.8,2,89,1199.975,40.91678696,20.32866202,15.55972335,1260.648614,2010,3,306.2709563
62.2,21.8,1,38,1199.975,30.80570284,11.89455021,8.97924372,2772.331713,2010,4,149.0927706
62.2,21.8,2,110,1199.975,23.76295415,22.27731002,16.87758476,609.6562795,2010,3,190.6711049
62.2,23,1,108,1076.9,18.65011999,16.75854605,12.07581471,845.5106352,2010,5,114.652437
62.2,22.3,1,25,1109.495,7.330606545,15.82157686,11.44993032,372.8640377,2010,3,43.13433508
62.2,23.2,1,19,1076.9,15.57667398,6.007799395,5.435638714,5494.826741,2010,3,52.27797603
62.2,29.2,1,37,1133.525,26.11998278,17.46264662,12.55982713,1090.593422,2010,4,165.8852381
62.2,24.5,4,39,1089.395,37.11447741,13.55293347,11.58841667,2572.686428,2010,2,201.9017994
62.2,25,1,46,1084.835,23.03181799,23.63584971,16.70393055,524.9233586,2010,3,185.6755097
62.2,25.6,2,69,1102.735,48.84329584,29.10063116,21.93307389,734.3621136,2010,2,492.0306504
62.2,26.9,1,88,1094.9275,41.84711458,19.27790884,13.78930115,1433.69177,2010,4,287.2477251
62.2,27.1,2,36,1102.1325,34.41577667,10.82180989,9.084184487,3741.690774,2010,2,163.2908038
62.2,27.8,1,41,1117.83,34.93311947,18.88702448,13.52071018,1246.867776,2010,3,235.8804606
62.2,25,2,51,1084.835,6.796456587,18.47246745,14.22038903,253.5962608,2010,3,47.01750719
62.2,25,1,39,1084.835,26.42696811,11.66942689,8.833574057,2470.918405,2010,3,126.2657901
62.3,21.5,1,114,1234.9,22.64378869,23.59406397,16.61211373,517.9092969,2010,4,181.6567455
62.3,21.8,4,80,1188.4175,32.60103004,15.16696185,12.58069915,1804.447505,2010,4,190.4684577
62.3,22,1,105,1149.4275,21.37695904,15.06162957,10.95607627,1199.809011,2010,4,121.3347664
62.3,22.3,1,31,1122.7925,13.51977912,15.60403297,11.32307272,706.9781583,2010,4,78.83416385
62.3,23.2,1,58,1090.45,18.51654218,12.77389185,9.520947344,1444.85258,2010,4,93.86605892
62.3,23.6,1,116,1089.06,11.70211004,20.29319775,14.39375412,361.8039648,2010,7,83.23424225
62.3,23.4,1,59,1089.92,23.22958033,19.38120376,13.83070337,787.3901681,2010,3,159.835703
62.3,22.6,1,75,1088.1825,32.15390933,24.29973897,17.17545761,693.3311053,2010,4,265.3885668
62.3,22.6,1,80,1088.1825,15.66893457,18.61951582,13.32743042,575.4569223,2010,5,104.5350529
62.3,22.6,1,135,1088.1825,31.03353231,25.81995017,18.18448989,592.6939988,2010,3,268.7454087
62.3,22.9,1,95,1084.7925,13.86409928,10.554996,8.134581811,1584.475878,2010,5,62.131645
62.3,23.7,1,66,1090.0675,24.95802296,18.33644868,13.13970291,945.1262902,2010,4,164.5541396
62.3,23.9,1,85,1082.7525,29.60872508,28.42431104,20.0352178,466.6055845,2010,4,278.3280132
62.3,29.2,2,43,1125.5875,41.70900994,20.99640044,16.03133006,1204.620655,2010,2,320.4026728
62.3,23.1,1,76,1090.45,27.9807319,17.26955356,12.44493224,1194.557247,2010,3,176.3646245
62.3,23.1,4,54,1090.45,17.84204616,8.842279038,8.428792947,2905.536565,2010,4,74.0537521
62.3,30.4,1,24,1105.435,3.294745914,6.503068063,5.687103727,991.9629416,2010,5,11.39266624
62.3,31,1,62,1074.975,11.98087575,15.20105223,11.06761649,660.1633047,2010,4,68.57200874
62.3,28.7,4,25,1117.42,4.715524429,15.73432433,12.96791026,242.5179686,2010,3,28.29930735
62.3,28.7,2,93,1117.42,31.47235872,21.52909683,16.39057275,864.5453699,2010,3,246.3846167
62.3,30.1,1,39,1109.915,33.00815426,14.91681618,10.90946242,1888.77003,2010,4,186.7350172
62.3,30.4,1,47,1105.435,20.01948268,16.30204199,11.80567003,959.1332675,2010,5,120.8119718
62.3,24.5,1,26,1071.915,16.22933041,10.81855252,8.282786848,1765.51904,2010,3,73.74704521
62.3,26.9,1,107,1089.295,26.41855096,17.62864324,12.64769873,1082.383926,2010,4,168.7392682
62.3,27.1,2,130,1095.2525,32.36833594,30.69425129,23.07143005,437.4378949,2010,3,340.1584634
62.3,29.9,2,37,1120.89,13.2870988,13.36730731,10.73239868,946.7872879,2010,2,72.25659116
62.3,30.4,1,48,1105.435,22.60901158,23.5690003,16.66298035,518.214274,2010,3,181.8936698
62.4,24.2,2,103,1072.8525,27.23124209,15.49006562,12.18420515,1445.010673,2010,3,164.9621688
62.4,24.7,4,38,1056.335,11.01103246,15.34181025,12.70209803,595.6414986,2010,1,64.88129345
62.4,29.9,1,86,1120.89,28.74942427,23.27566471,16.46144074,675.670699,2010,3,228.9339558
62.4,25.3,1,44,1065.1075,27.70261301,21.82249091,15.47179015,740.6656631,2010,4,209.3834091
62.4,25.6,1,35,1090.1975,30.76215685,12.46625391,9.34317656,2520.315811,2010,3,153.632756
62.4,24.7,2,80,1056.335,35.07372082,29.03184142,21.86358463,529.8376225,2010,2,352.2641272
62.4,25.3,1,36,1065.1075,15.077537,13.81499927,10.17776297,1005.862898,2010,4,80.62652035
62.4,25.8,4,42,1090.1975,29.28469782,14.22460307,11.9491228,1842.767537,2010,2,163.5070789
62.4,28,1,81,1112.4575,24.4022221,22.93226067,16.21941615,590.8071668,2010,2,191.902084
62.4,21.2,4,74,1259.4625,36.12748415,19.20508698,15.33280603,1247.140207,2010,3,251.4861263
62.4,26.1,2,67,1101.7775,45.37528074,26.88118675,20.27615621,799.5259565,2010,2,427.2064149
62.4,21.7,1,68,1177.8575,39.06600679,16.73589022,12.10507718,1775.871359,2010,3,240.678801
62.4,21.7,1,93,1177.8575,28.61588722,24.36056285,17.18629574,613.9637038,2010,3,236.2840897
62.4,21.7,1,57,1177.8575,27.5433373,24.37901923,17.21372308,590.0573433,2010,3,227.7471512
62.4,22.3,1,83,1127.21,23.24927478,17.39598712,12.51646052,978.1858455,2010,4,147.2319177
62.4,22.6,1,42,1098.5075,17.94555451,19.64441698,13.99058881,592.0913454,2010,4,124.6610878
62.4,27.1,1,28,1093.22,15.70361658,11.05175003,8.420920392,1636.996288,2010,3,72.27604252
62.4,28.5,1,39,1101.6825,22.219983,18.94348995,13.53867499,788.376839,2010,3,150.1919667
62.4,28.5,1,41,1101.6825,42.96948634,20.08340149,14.44353333,1356.424857,2010,3,306.738337
62.4,28.8,1,74,1106.3325,34.64536843,25.73600743,18.16787316,665.9980479,2010,3,299.8403617
62.4,29,4,23,1107.4675,13.03497517,10.81447286,9.701251137,1419.088945,2010,2,60.78355527
62.5,23.1,1,48,1104.5625,24.3391745,12.99294094,9.667535739,1835.697152,2010,4,124.8984846
62.5,23.4,1,110,1094.6975,21.55698095,15.97672119,11.54897392,1075.282911,2010,4,127.7421224
62.5,27.1,1,32,1091.61,23.92432357,9.179582742,7.279811451,3614.963399,2010,3,98.56974504
62.5,27.1,1,57,1091.61,34.21168065,15.3023478,11.16786845,1860.237482,2010,4,197.2800747
62.5,30.7,2,29,1065.4825,34.44869028,10.83405572,9.090558087,3736.807313,2010,2,163.5326101
62.5,30.1,4,22,1096.885,15.31568233,9.740827231,9.002731603,2055.203294,2010,2,67.0871683
62.5,30.7,4,30,1065.4825,6.743011505,9.220223292,8.66246815,1009.90644,2010,3,28.61470404
62.5,24.7,1,57,1046.1875,27.36442563,17.93664966,12.87908498,1082.963462,2010,4,177.4459243
62.5,24.7,1,40,1046.1875,7.546392728,15.75688628,11.42949751,386.9979999,2010,5,44.34261448
62.5,25,1,45,1042.0125,17.96502669,17.57242547,12.62049499,740.7549552,2010,4,114.5450968
62.5,25.5,1,45,1073.78,20.2599458,21.66981432,15.36182591,549.3359455,2010,4,152.2110787
62.5,29.6,1,111,1136.435,26.31419548,32.58463593,22.94784896,315.5545665,2010,2,277.3627565
62.5,24.7,1,56,1046.1875,27.77851952,19.58982564,13.97508696,921.6331208,2010,3,192.8037729
62.5,25,1,43,1042.0125,6.639441505,12.61812692,9.411490552,530.9478721,2010,5,33.34801708
62.5,26.3,1,25,1097.8375,16.27986799,15.33662883,11.1348325,881.2541665,2010,2,93.6316599
62.5,25.3,1,83,1065.4925,11.61905941,17.82875395,12.78851473,465.4136412,2010,4,74.89921675
62.5,25.8,1,46,1085.18,25.41659796,20.17645106,14.36293278,794.946646,2010,3,180.4907001
62.5,27.4,1,36,1094.695,27.42429091,18.75180414,13.41494319,993.0232325,2010,3,183.9599699
62.5,26.9,4,37,1090.0925,19.52243227,23.49935927,17.92128571,450.1238258,2010,2,155.0238671
62.5,27.4,1,97,1094.695,25.34951213,31.58516625,22.25811973,323.5291299,2010,3,260.4268045
62.5,28.7,4,21,1106.3325,8.479701404,9.755175499,9.00701383,1134.541809,2010,2,37.15716707
62.6,28.7,1,38,1104.4025,31.68144135,16.92073307,12.2099523,1408.88875,2010,3,196.5659902
62.6,28.8,2,21,1131.52,16.03240715,7.520793338,6.855700818,3608.955626,2010,2,61.16023278
62.6,30.7,1,41,1054.055,23.21528809,17.37569629,12.49817058,979.0384811,2010,3,146.8362293
62.6,31,1,60,1051.995,32.21710034,9.473018626,7.496152228,4571.090143,2010,4,135.6907375
62.6,31.2,1,37,1048.42,34.73106088,14.70919429,10.78138131,2043.856492,2010,3,194.6075412
62.6,23.1,1,128,1111.0975,18.08676049,18.72229774,13.33196946,656.9806992,2010,3,120.670812
62.6,30.4,1,116,1060.5375,37.00208702,39.9937795,28.5088,294.5448564,2010,3,468.3002205
62.6,31,2,101,1051.995,26.52045711,31.32796008,23.57209701,344.0542211,2010,3,283.9287433
62.6,23.4,1,53,1096.25,20.48564928,7.07161552,6.055477845,5215.819711,2010,5,73.93472056
62.6,23.9,1,83,1072.625,33.21856651,19.68923276,14.04985578,1091.021779,2010,3,231.599119
62.6,30.2,2,102,1083.2525,25.63900128,20.48753337,15.6176242,777.7354136,2010,2,192.3454317
62.6,24.2,2,50,1058.55,19.90963905,13.6542156,10.96302263,1359.690281,2010,3,110.3160275
62.6,24.4,4,48,1047.9825,16.27890438,14.86960673,12.39197079,937.4245564,2010,4,93.85964436
62.6,30.2,2,33,1083.2525,22.69989637,9.492186901,8.190542159,3207.756779,2010,3,99.14417251
62.6,30.2,1,39,1083.2525,27.37754231,19.1694449,13.68820073,948.6052055,2010,3,186.755029
62.6,30.4,1,55,1060.5375,19.0198424,11.1683829,8.524488291,1941.495741,2010,5,88.3828973
62.6,29.9,1,74,1100.2,18.6961268,18.13232496,13.02823077,724.0270235,2010,3,122.4093181
62.6,25,4,71,1045.1525,22.1620535,16.37296752,13.4047224,1052.604729,2010,4,136.9660437
62.6,25.2,1,34,1065.9875,20.20257479,16.26197757,11.76570034,972.6803144,2010,4,121.5712896
62.6,25.3,1,113,1065.9875,34.65691283,25.95661433,18.37636364,654.943602,2010,4,302.9109653
62.6,25.3,1,46,1065.9875,10.72431056,22.26863535,15.75389301,275.3545728,2010,4,82.2912069
62.6,29.4,1,50,1120.225,19.99036624,27.08266587,19.08163947,347.0148388,2010,3,180.3158272
62.6,25,1,118,1045.1525,9.473160895,19.66404195,13.9710326,311.931654,2010,5,65.72154006
62.6,25,1,33,1045.1525,29.55420377,13.73968345,10.15025147,1993.314967,2010,3,157.7071101
62.6,25.2,1,15,1065.9875,2.65556302,8.962744075,7.071716206,420.9056346,2010,4,10.70624986
62.6,27.2,1,61,1090.2,21.06560966,16.1743434,11.71589756,1025.252488,2010,4,126.3270034
62.6,28,2,73,1105.2525,22.86451036,19.04075636,14.65262964,802.9779732,2010,3,162.4435545
62.6,29.1,1,30,1110.3475,17.43289385,13.51941606,9.986524767,1214.405532,2010,3,91.80941546
62.6,25.3,1,38,1065.9875,30.18338712,15.79969938,11.48086539,1539.502664,2010,4,178.0256546
62.6,25.8,2,79,1080.9675,34.97646363,34.33182412,25.91865296,377.826363,2010,2,405.9631791
62.6,27.2,1,53,1090.2,21.75263398,18.35845565,13.15200142,821.7688625,2010,4,143.5305951
62.6,28,2,32,1105.2525,19.20946009,17.75741375,13.73940098,775.6500937,2010,2,129.029407
62.6,21.2,1,26,1245.605,14.32576857,13.07906943,9.6874482,1066.287601,2010,3,73.62599761
62.6,26.9,1,35,1090.0925,35.77679257,12.61459863,9.44743837,2862.626241,2010,3,180.2652068
62.6,27.7,1,22,1102.99,9.229051784,9.120554812,7.173704343,1412.617838,2010,1,37.60450025
62.7,22,1,77,1155.07,21.52165368,12.55419317,9.388596679,1738.633901,2010,4,107.8945859
62.7,22.5,1,38,1143.505,14.9621015,9.581707429,7.530307212,2074.994279,2010,5,63.22663644
62.7,22.5,1,45,1143.505,21.88280326,14.95293664,10.91686182,1246.120637,2010,4,123.8575415
62.7,22.5,1,45,1143.505,21.30374043,17.54840322,12.60817291,880.8273086,2010,4,135.7246947
62.7,30.7,1,23,1045.6175,8.170062116,7.193468995,6.069183887,2010.290058,2010,3,29.52898678
62.7,31,1,49,1042.4925,28.46984388,11.25867635,8.577610309,2859.700391,2010,3,132.9359294
62.7,31,1,47,1042.4925,6.301493232,13.30316829,9.849689604,453.3602324,2010,5,32.8213562
62.7,23.1,1,80,1115.945,27.74775727,21.02505623,14.93965598,799.2150867,2010,3,203.657111
62.7,23.6,1,89,1086.4775,23.30320888,21.15263282,15.00792566,663.1274184,2010,4,171.6796706
62.7,31,1,36,1042.4925,38.58053131,15.40639434,11.24204435,2069.551811,2010,3,223.6848657
62.7,30.2,1,69,1071.68,34.09672899,21.15751455,15.03581581,969.8253677,2010,4,251.6131439
62.7,30.4,1,34,1060.5375,29.99179296,14.07156616,10.36445294,1928.535662,2010,3,162.7619464
62.7,30.4,1,26,1060.5375,10.79803563,12.3952103,9.256788295,894.8434758,2010,4,53.52458802
62.7,30.4,1,91,1060.5375,18.81847858,15.4769127,11.26325664,1000.29008,2010,5,109.2656666
62.7,30.7,1,47,1045.6175,18.14754204,20.30380412,14.43818765,560.4967515,2010,4,129.4308426
62.7,23.9,1,56,1069.3,29.47148906,13.48349178,9.99004894,2063.989333,2010,4,155.268264
62.7,23.9,1,86,1069.3,26.74870267,27.6713263,19.50478048,444.7878247,2010,4,245.8025639
62.7,29.9,1,37,1096.6075,33.67059707,17.10829881,12.33628179,1464.695281,2010,3,210.6934287
62.7,29.9,1,78,1096.6075,23.02882976,24.22042809,17.10649215,499.8254411,2010,4,189.4182705
62.7,29.9,1,73,1096.6075,19.69802592,24.54266608,17.32389603,416.3795064,2010,4,163.7543394
62.7,24.1,1,63,1053.555,12.95804449,10.15123406,7.884665098,1601.075832,2010,5,56.69985881
62.7,25,1,47,1045.1525,32.04027301,15.52238862,11.30485687,1693.125779,2010,3,186.6051989
62.7,25.3,2,94,1064.585,30.34326207,21.11580874,16.09581225,866.4768165,2010,3,233.8232114
62.7,29.1,1,114,1105.35,25.99575822,18.71729336,13.37001438,944.7709109,2010,4,173.8767566
62.7,25,1,22,1045.1525,9.829277034,10.58583955,8.122851222,1116.814593,2010,4,43.99661963
62.7,25.8,4,38,1081.105,5.188562639,29.04248119,20.10303558,78.32307849,2010,1,44.34117723
62.7,26.1,2,65,1098.33,41.10898837,18.20260881,14.08931562,1579.718255,2010,2,282.4222045
62.7,26.6,2,24,1093.2275,23.82510884,7.842295998,7.092496983,4932.402981,2010,2,93.23890524
62.7,27.2,1,38,1088.22,26.01236323,19.86131399,14.15109125,839.6029844,2010,3,182.4394873
62.7,27.7,2,62,1147.195,23.50455965,22.85511558,17.3323062,572.921861,2010,2,193.141214
62.8,25.3,1,116,1066.365,20.07094469,17.79880012,12.7333466,806.6710679,2010,4,128.902214
62.8,27.7,2,64,1145.5225,23.91108859,17.17591625,13.36424858,1031.9761,2010,3,156.8978896
62.8,28.2,4,40,1104.2725,28.8171186,18.96563403,15.17033697,1020.060523,2010,1,198.721639
62.8,27.2,1,50,1088.22,28.13856193,14.63799004,10.72781722,1672.049469,2010,4,157.0269767
62.8,27.4,2,74,1097.2,46.78904465,26.44630959,19.95494254,851.773533,2010,2,434.484243
62.8,21.9,1,90,1155.07,22.70220594,21.43006044,15.19346748,629.4067349,2010,4,168.9844084
62.8,21.9,2,62,1155.07,15.98307753,22.71483771,17.22524441,394.4130246,2010,3,130.6164501
62.8,22.2,1,60,1156.3775,37.77303729,14.55439848,10.68830165,2270.405884,2010,4,210.1721183
62.8,22.5,1,23,1152.45,17.22485325,9.957230891,7.745788782,2212.017169,2010,3,74.3536347
62.8,31.3,1,24,1031.375,14.41222489,8.984679902,7.150826021,2273.191014,2010,3,58.59484905
62.8,31,1,40,1036.96,20.93242854,18.60880181,13.30969723,769.6493639,2010,3,139.4901622
62.8,31.3,1,72,1031.375,19.33655053,14.18119403,10.43501032,1224.231423,2010,5,105.5144019
62.8,30.7,1,40,1045.6175,32.44282061,14.00996305,10.33013896,2104.528173,2010,3,175.5955825
62.8,31,1,92,1036.96,25.74145651,22.23258611,15.74074797,663.0759391,2010,4,197.3927838
62.8,24.1,4,32,1051.02,9.25025605,18.38772475,14.78399738,348.3436393,2010,3,62.35669348
62.9,25.5,1,30,1075.605,14.58672532,16.99357848,12.22437039,643.1292182,2010,2,90.57967708
62.9,28.5,2,33,1076.6725,28.56889309,12.40682822,10.12616453,2363.099423,2010,2,148.1225001
62.9,29.1,1,25,1085.46,14.30300703,10.96434103,8.343258978,1514.859661,2010,2,65.3540599
62.9,29.1,1,94,1085.46,25.34341239,34.82559084,24.60759159,266.0591643,2010,2,283.372004
62.9,25.8,2,112,1088.2275,32.11765075,24.16648837,18.2537984,700.2075586,2010,3,275.9428819
62.9,21.4,4,45,1240.785,19.60998893,16.44189728,13.44654241,923.5993223,2010,3,121.521659
62.9,27.2,1,36,1092.1625,29.22926404,16.51960003,11.94513595,1363.731723,2010,3,178.1014951
62.9,27.4,1,27,1103.125,22.06134552,13.020991,9.679601999,1656.738778,2010,3,113.3202192
62.9,21.9,1,37,1183.59,23.91434061,14.8203746,10.82953496,1386.277477,2010,3,134.473595
62.9,22.2,1,81,1156.3775,15.94065613,18.1855599,13.03361101,613.7096593,2010,4,104.3925336
62.9,22.2,2,96,1156.3775,38.93349686,19.2834757,14.81999698,1333.10053,2010,3,279.3331454
62.9,31,1,32,1019.36,21.12088636,12.58295976,9.401265298,1698.465161,2010,3,105.9969079
62.9,31,1,35,1019.36,15.45985241,8.12076421,6.654067719,2984.844156,2010,5,59.63694998
63,31,1,44,1019.36,11.36622038,16.09151043,11.64059103,558.8980169,2010,4,67.7960801
63,23.6,1,39,1107.91,31.04470529,14.2080328,10.45355788,1958.076962,2010,3,169.647001
63,23.9,1,37,1081.7225,20.69608298,16.44472005,11.8842453,974.4180189,2010,4,125.5717279
63,30.2,1,87,1038.7275,28.35703913,13.01547618,9.688384922,2131.330882,2010,3,145.7703446
63,23.8,1,58,1107.91,17.76488045,17.63265839,12.66341472,727.5064033,2010,4,113.5892706
63,29.9,1,78,1050.9725,17.51730077,24.17970555,17.07154691,381.4830882,2010,3,143.8322664
63,24.1,1,73,1061.87,35.62145177,24.81446948,17.53058878,736.5661304,2010,3,299.1311742
63,24.1,2,65,1061.87,21.80332747,14.8038132,11.74213448,1266.734805,2010,3,128.0469514
63,29.4,1,60,1055.3075,25.05180569,20.82226524,14.79767962,735.6872074,2010,3,182.3998357
63,24.7,1,176,1033.21,23.24596167,27.15213831,19.06228329,401.4667308,2010,4,209.4463672
63,25.8,2,109,1081.185,35.843545,12.86809583,10.42848336,2756.084327,2010,3,190.4201469
63,25.8,1,39,1081.185,23.46750281,16.69817759,12.05522918,1071.615154,2010,3,144.0748178
63,26.9,1,41,1091.16,20.32478632,14.15750889,10.40097744,1291.107551,2010,3,110.6070278
63,27.2,2,112,1091.9175,24.93379513,25.68206582,19.33835165,481.3251956,2010,3,225.1369922
63,26.3,1,31,1081.845,8.170465556,12.33575436,9.214624606,683.6369002,2010,4,40.35331558
63,21.6,1,99,1214.25,26.62195341,23.57790093,16.64775288,609.7330843,2010,4,213.9958636
63,21.6,4,58,1214.25,26.02103805,23.01990034,18.02834345,625.2127963,2010,1,208.9783524
63,22.2,1,111,1166.92,14.07677082,24.04920195,16.91907077,309.8930383,2010,3,114.6832833
63.1,23,1,29,1139.69,34.33021711,13.09840934,9.748325464,2547.707419,2010,4,177.3522406
63.1,31,1,73,994.73,17.41206689,9.649999608,7.589841637,2380.70648,2010,5,74.02132977
63.1,31.3,1,46,980.815,22.75977835,13.18061027,9.785572476,1668.04249,2010,4,117.9317519
63.1,31.3,1,72,980.815,26.48737659,15.56173742,11.32628886,1392.620869,2010,3,154.5015872
63.1,23.6,1,70,1123.01,34.70566599,20.90831315,15.286,1010.816934,2010,3,260.0958582
63.1,23.6,1,84,1123.01,42.73298142,20.08768147,14.43269231,1348.384298,2010,4,304.8424527
63.1,23.8,1,25,1149.6725,14.95263915,11.70370914,8.823133784,1389.891603,2010,4,71.36875212
63.1,30.2,1,37,1033.6975,20.04495434,20.60439465,14.64114949,601.1674681,2010,3,144.6450405
63.1,30,1,73,1067.43,28.54833012,22.16197383,15.70870186,740.0719655,2010,3,218.5552229
63.1,24.4,1,25,1039.305,5.54022442,9.97409246,7.754409723,709.0725878,2010,5,23.93527028
63.1,24.7,1,47,1047.305,22.56799014,19.57098764,13.95519367,750.2007889,2010,4,156.4482116
63.1,24.4,1,30,1039.305,9.506462823,9.100566143,7.196792099,1461.477898,2010,4,38.83103939
63.1,24.7,1,38,1047.305,19.55331726,11.03776279,8.425429022,2043.470874,2010,3,90.03548761
63.1,28.8,1,92,1040.465,27.36691466,21.86487863,15.673,728.8561369,2010,4,209.2438165
63.1,29.1,1,43,1043.0675,25.06410413,18.29649067,13.1143006,953.2936672,2010,4,164.9886577
63.1,29.1,1,51,1043.0675,23.83711297,18.25896991,13.08628349,910.3559343,2010,3,156.6313179
63.1,29.4,2,109,1055.3075,37.69561034,31.80567059,23.94816417,474.4514571,2010,3,409.1075927
63.1,29.7,2,36,1060.5025,14.50003041,11.93905771,9.780439892,1295.206243,2010,2,72.99228316
63.1,24.9,1,29,1054.745,5.432801584,11.246289,8.54314572,546.9095201,2010,5,25.28612554
63.1,25.8,1,27,1081.185,9.25221198,7.281176832,6.098310416,2222.043394,2010,2,33.54966575
63.1,28,1,29,1067.0425,35.50882271,11.9998437,9.045113909,3139.751044,2010,2,172.8468703
63.1,28.8,1,106,1040.465,21.85156725,14.08173739,10.34137253,1403.072873,2010,4,118.3602071
63.1,27.2,1,62,1084.175,42.49476892,19.66758069,14.1245,1398.761627,2010,3,297.6881189
63.1,28.8,1,47,1040.465,33.52569278,15.3647936,11.21820012,1808.149843,2010,4,194.0427473
63.1,28.8,1,58,1040.465,31.33547667,15.50001434,11.29089114,1660.665733,2010,4,182.3163464
63.1,25.8,4,45,1081.185,17.27057606,24.21758067,17.1072649,374.934524,2010,2,129.3141677
63.1,26,1,69,1091.7325,9.075539627,13.020873,9.6789299,681.5572941,2010,5,46.6147
63.1,26.9,1,11,1087.5675,4.138435662,22.27574425,9.3955,106.1895744,2010,3,20.27666306
63.2,22.1,1,32,1188.3025,1.465402184,10.35009967,7.968851659,174.1718197,2010,7,6.463540878
63.2,22.4,1,21,1172.3475,8.168754844,7.431068749,6.199651197,1883.490451,2010,3,29.96386268
63.2,22.7,1,108,1152.2475,35.83914361,20.08395221,14.5185,1131.278109,2010,4,257.0226192
63.2,23.3,1,51,1129.785,11.72451492,11.56144084,8.735127729,1116.814593,2010,4,55.52355405
63.2,31.1,4,31,985.3725,12.76832977,8.252000309,8.053388007,2387.403016,2010,3,51.09657036
63.2,23.8,1,69,1118.725,29.89784719,20.1466853,14.35080374,937.8704035,2010,4,212.1696557
63.2,23.8,4,71,1118.725,12.88553883,32.50562236,19.07663388,155.272924,2010,2,99.95249674
63.2,30.5,1,47,1014.0475,39.7827587,16.86351891,12.18833756,1781.183267,2010,3,246.4840268
63.2,23.5,1,31,1119.87,10.48447936,19.91946589,14.16578608,336.4353401,2010,4,73.59066336
63.2,24.1,1,61,1069.995,20.23157745,16.15514637,11.70309914,987.0020852,2010,4,121.2164374
63.2,30.5,1,59,1014.0475,30.12703597,7.308933259,6.397666667,7180.563584,2010,4,113.0554051
63.2,23.8,1,74,1118.725,31.90854582,21.33654913,15.15490836,892.4189239,2010,4,237.0282956
